math,eng,state,years
442,305,South Carolina,2019
360,242,California,2021
328,511,Alaska,2019
544,283,Maine,2019
582,265,Pennsylvania,2021
383,745,Florida,2020
633,539,South Carolina,2020
725,306,Hawaii,2020
259,486,Wyoming,2019
710,345,Nebraska,2021
762,617,Maine,2020
348,736,Minnesota,2019
496,677,Idaho,2020
209,400,New Mexico,2020
415,631,Iowa,2019
386,684,Vermont,2019
447,482,Washington,2019
745,675,Alabama,2019
669,208,Maryland,2021
435,226,South Carolina,2021
426,424,Connecticut,2020
673,772,Illinois,2020
737,402,Kansas,2019
557,534,Tennessee,2021
449,391,New Hampshire,2019
732,355,Minnesota,2020
751,298,Virginia,2021
328,719,Maine,2019
693,649,Kansas,2019
718,367,California,2021
632,348,Georgia,2019
763,454,Iowa,2019
703,587,Louisiana,2020
752,718,Minnesota,2020
253,626,North Carolina,2021
458,511,Vermont,2020
354,288,New York,2020
460,520,Indiana,2021
238,508,Arizona,2019
771,539,Texas,2021
513,515,Delaware,2020
748,485,New Mexico,2021
350,696,Indiana,2021
531,321,Rhode Island,2019
231,590,New Hampshire,2021
561,438,Mississippi,2019
480,586,Oklahoma,2019
372,684,Oregon,2021
742,357,Massachusetts,2019
502,249,Wyoming,2021
708,408,Vermont,2021
261,343,Illinois,2021
458,312,Tennessee,2020
605,616,Massachusetts,2019
628,216,Indiana,2020
420,405,Hawaii,2020
782,541,South Carolina,2021
539,464,Louisiana,2021
312,716,New Hampshire,2020
797,554,New Jersey,2021
661,304,Washington,2021
703,344,New Mexico,2021
399,573,Maryland,2019
378,219,Kentucky,2019
230,544,Wisconsin,2021
506,319,Delaware,2020
309,637,Idaho,2021
608,398,Rhode Island,2020
506,778,Oklahoma,2021
221,653,Wyoming,2019
540,507,North Dakota,2019
330,743,Nebraska,2020
422,284,Indiana,2021
269,334,North Carolina,2020
365,583,Alabama,2019
619,410,Maryland,2020
507,695,Minnesota,2020
759,745,Arizona,2020
507,570,West Virginia,2020
300,364,Iowa,2019
754,201,New Mexico,2019
552,216,New Hampshire,2021
448,249,Florida,2021
406,777,Minnesota,2020
438,428,Connecticut,2020
683,277,Alabama,2021
701,609,Nevada,2019
565,700,Tennessee,2021
744,661,Vermont,2021
385,574,Iowa,2021
539,214,Virginia,2019
398,537,Mississippi,2019
782,433,Arizona,2020
452,459,Georgia,2021
405,644,Montana,2021
616,486,South Dakota,2019
271,214,Maryland,2020
725,619,Alabama,2021
739,454,Iowa,2020
552,282,Delaware,2019
201,329,Alaska,2021
610,211,Louisiana,2020
540,718,Maine,2019
589,451,Idaho,2020
608,437,California,2019
555,790,West Virginia,2020
751,669,Missouri,2020
348,409,Nevada,2019
718,379,Indiana,2019
276,632,Ohio,2019
550,442,West Virginia,2020
795,685,Massachusetts,2020
748,730,North Carolina,2019
537,215,Rhode Island,2019
782,365,Ohio,2020
481,543,Connecticut,2020
221,508,Tennessee,2019
574,389,Rhode Island,2021
385,386,California,2020
205,469,Washington,2019
620,414,West Virginia,2020
373,383,Pennsylvania,2021
731,347,Mississippi,2020
649,648,Delaware,2020
484,322,Tennessee,2020
510,337,Mississippi,2021
528,675,Connecticut,2020
411,738,Maine,2021
373,564,Ohio,2019
216,637,Ohio,2020
607,657,Georgia,2021
205,782,Connecticut,2021
620,212,Wisconsin,2020
575,713,Iowa,2019
625,587,Texas,2020
247,683,Connecticut,2021
610,728,Michigan,2021
495,570,Kansas,2020
491,602,Mississippi,2021
271,560,South Dakota,2020
226,493,Idaho,2021
466,555,Virginia,2021
731,388,Missouri,2021
452,235,Georgia,2020
583,634,Rhode Island,2020
702,362,Washington,2020
651,331,Delaware,2020
380,280,Florida,2020
617,776,Hawaii,2019
693,576,Oklahoma,2019
490,727,Idaho,2019
707,418,California,2020
373,411,Louisiana,2021
455,301,Florida,2020
413,261,Colorado,2020
359,544,Georgia,2020
791,375,Wyoming,2019
753,328,Vermont,2021
389,783,Ohio,2019
407,681,North Carolina,2020
306,676,Indiana,2019
496,714,New Jersey,2019
576,718,Utah,2020
605,410,Arkansas,2021
537,393,Delaware,2020
779,220,Rhode Island,2020
758,784,Idaho,2020
643,743,New Hampshire,2021
339,586,Washington,2021
601,524,Arizona,2020
464,328,Kansas,2021
798,471,Wisconsin,2021
258,303,Alaska,2020
249,760,Oregon,2020
315,726,Connecticut,2021
269,717,Connecticut,2021
757,774,Delaware,2019
401,547,Arizona,2019
380,477,New Mexico,2020
291,210,Tennessee,2021
352,295,Georgia,2020
313,756,Hawaii,2021
447,508,Pennsylvania,2021
792,239,Massachusetts,2021
313,233,New Mexico,2020
529,622,North Carolina,2019
726,606,Arkansas,2019
640,384,Maryland,2019
744,737,New Jersey,2021
692,528,Louisiana,2020
212,647,New York,2019
428,542,Idaho,2019
518,379,Washington,2021
220,535,Colorado,2021
596,646,Connecticut,2021
614,797,New Mexico,2020
365,628,Vermont,2021
303,517,Washington,2020
373,264,Vermont,2021
426,611,South Dakota,2019
235,359,Arkansas,2021
670,443,Missouri,2021
751,379,New Hampshire,2020
438,287,Idaho,2021
557,443,Nevada,2019
502,608,South Dakota,2019
269,742,Maryland,2019
546,427,Pennsylvania,2019
538,545,Mississippi,2021
746,645,Alabama,2020
325,591,Alabama,2020
246,367,Oklahoma,2019
774,612,Colorado,2019
524,604,Kentucky,2019
624,342,New York,2021
497,339,Florida,2020
553,714,Oregon,2021
251,498,New Mexico,2021
536,308,Washington,2020
676,460,Maine,2021
658,539,Virginia,2020
703,593,Florida,2021
553,681,Maryland,2020
387,718,Kansas,2020
256,776,New Hampshire,2020
664,573,Indiana,2021
247,386,Arizona,2019
428,421,Florida,2019
732,282,West Virginia,2019
263,237,Wyoming,2020
291,385,Missouri,2020
557,585,Ohio,2021
790,608,Arizona,2021
353,716,Montana,2020
604,663,California,2020
352,258,Arkansas,2020
741,582,Nebraska,2021
516,699,Massachusetts,2019
309,569,New Mexico,2021
251,450,Alaska,2019
516,575,California,2019
757,427,Pennsylvania,2020
489,365,Tennessee,2020
676,718,Alabama,2021
366,361,West Virginia,2019
493,322,California,2021
469,503,New Mexico,2021
414,649,Alabama,2020
293,266,Idaho,2020
416,455,Hawaii,2021
586,445,Arizona,2020
433,691,Indiana,2021
506,744,Michigan,2020
577,490,Illinois,2020
572,366,Massachusetts,2020
647,401,Iowa,2019
532,760,Iowa,2020
600,697,Alaska,2019
668,507,Minnesota,2019
796,630,Pennsylvania,2019
539,618,Florida,2020
308,680,New Hampshire,2021
554,758,Indiana,2019
420,521,Alabama,2019
686,748,Missouri,2019
465,494,Alabama,2020
641,730,Mississippi,2020
476,438,Colorado,2020
433,520,Missouri,2019
502,671,Virginia,2020
792,790,Louisiana,2020
282,741,Maine,2021
522,700,Mississippi,2020
525,298,Pennsylvania,2021
261,380,Connecticut,2020
351,517,Rhode Island,2020
451,781,Illinois,2021
656,367,Indiana,2019
329,719,Idaho,2021
542,333,South Dakota,2021
200,608,Nevada,2020
338,752,North Carolina,2020
781,561,Virginia,2021
447,773,Pennsylvania,2020
264,330,Pennsylvania,2021
371,415,Pennsylvania,2019
767,200,Arkansas,2021
429,421,Washington,2021
697,515,Illinois,2019
695,438,Idaho,2020
525,208,New Jersey,2021
467,207,Wisconsin,2019
275,394,Alaska,2021
417,330,Virginia,2019
410,631,Oklahoma,2019
771,480,Ohio,2019
300,637,Mississippi,2020
486,597,Texas,2021
702,740,Massachusetts,2019
405,737,Oklahoma,2020
755,650,Maine,2021
332,496,Illinois,2020
740,234,Massachusetts,2020
672,368,Louisiana,2020
608,658,Mississippi,2020
721,525,Iowa,2021
602,489,South Dakota,2021
553,422,Oklahoma,2020
362,526,Ohio,2021
704,492,Delaware,2021
316,240,New Hampshire,2019
331,459,Pennsylvania,2021
383,571,Florida,2019
332,210,Massachusetts,2021
624,660,Michigan,2019
785,537,Alaska,2020
346,485,Michigan,2021
734,205,Tennessee,2019
573,395,Wyoming,2021
556,666,Michigan,2021
402,431,Montana,2020
612,410,Texas,2019
594,733,South Carolina,2021
320,383,Iowa,2019
478,763,Hawaii,2020
528,354,Ohio,2020
343,509,New York,2021
348,301,Mississippi,2019
203,769,Rhode Island,2019
540,282,Colorado,2021
709,299,Mississippi,2020
269,630,West Virginia,2019
614,524,Colorado,2020
204,386,Minnesota,2019
702,528,North Dakota,2021
291,247,Oregon,2019
451,709,Wyoming,2020
242,321,Florida,2019
399,707,Maryland,2020
275,791,Mississippi,2019
362,775,New Mexico,2019
223,575,Alabama,2021
407,346,New Hampshire,2019
290,416,Colorado,2021
753,377,Iowa,2021
722,258,Maryland,2019
504,639,Texas,2021
611,670,Alaska,2020
746,583,Maryland,2020
231,542,Arizona,2020
547,350,Vermont,2020
422,682,Delaware,2021
204,610,New Mexico,2019
409,487,Pennsylvania,2021
760,434,Virginia,2020
538,527,Vermont,2020
416,663,Hawaii,2021
650,334,Kentucky,2020
608,584,North Carolina,2020
329,320,Indiana,2019
662,579,Wyoming,2020
700,614,Michigan,2021
489,341,Montana,2020
421,522,New York,2020
296,497,Arizona,2021
200,506,Arizona,2020
774,792,California,2019
723,439,New Mexico,2020
456,462,Ohio,2020
477,261,California,2021
796,577,New York,2019
298,728,New Mexico,2019
559,495,Tennessee,2021
714,210,New Hampshire,2019
394,791,North Carolina,2020
575,205,New Hampshire,2019
398,480,Montana,2019
229,398,Tennessee,2020
368,413,New Mexico,2021
312,560,Pennsylvania,2020
528,662,Illinois,2021
717,736,Connecticut,2019
455,455,Georgia,2021
739,598,Virginia,2019
408,759,Virginia,2021
500,541,Arkansas,2019
771,669,Michigan,2021
725,460,South Carolina,2021
608,755,Tennessee,2021
620,200,California,2019
373,654,West Virginia,2019
257,472,Georgia,2020
669,461,Tennessee,2020
544,373,North Carolina,2021
293,228,Maine,2019
268,232,Minnesota,2019
211,747,Oregon,2021
617,219,Georgia,2020
242,795,Maine,2020
227,387,Maryland,2021
277,466,South Carolina,2021
312,365,New Mexico,2019
448,494,Virginia,2021
348,201,Illinois,2020
326,222,Maine,2021
720,646,Minnesota,2021
756,579,South Carolina,2019
696,440,Tennessee,2019
617,279,Montana,2021
358,673,Iowa,2021
565,232,Georgia,2019
548,506,Washington,2021
242,413,Alabama,2020
222,767,North Dakota,2021
662,305,Alabama,2020
651,506,New Jersey,2019
745,352,Oklahoma,2020
258,219,Wisconsin,2019
261,622,Hawaii,2020
538,213,Arizona,2021
508,575,Georgia,2021
730,337,Pennsylvania,2019
582,438,Vermont,2019
348,303,Michigan,2021
737,396,Montana,2021
779,660,West Virginia,2020
267,272,Missouri,2021
369,281,Maine,2020
577,724,Kentucky,2020
411,439,Michigan,2021
685,773,Virginia,2020
372,248,Hawaii,2020
557,748,Washington,2019
694,572,Colorado,2021
249,502,New Mexico,2021
267,418,Delaware,2021
483,710,Wisconsin,2021
717,390,Ohio,2019
486,573,Utah,2021
770,249,Ohio,2019
505,318,Nebraska,2019
435,316,Michigan,2019
765,688,Montana,2019
501,568,Wyoming,2021
288,579,Arkansas,2019
378,228,North Dakota,2020
418,423,Minnesota,2019
446,400,Arkansas,2020
250,462,Georgia,2019
656,457,Georgia,2021
429,451,Connecticut,2019
329,372,Hawaii,2019
743,781,Delaware,2019
372,567,Washington,2019
583,400,West Virginia,2021
283,264,Oklahoma,2019
759,729,Michigan,2021
209,765,Colorado,2021
385,675,Hawaii,2019
585,364,Ohio,2019
436,629,New Jersey,2021
379,702,California,2021
677,786,Indiana,2019
510,607,New Mexico,2020
289,633,New Hampshire,2020
208,682,New Hampshire,2019
276,789,Massachusetts,2021
639,626,Georgia,2020
784,703,New York,2019
648,656,Montana,2019
795,385,Maryland,2019
506,300,South Dakota,2021
386,434,Nebraska,2021
397,415,Nevada,2019
638,734,Tennessee,2019
414,594,Mississippi,2020
573,346,South Carolina,2021
466,363,Oklahoma,2020
558,411,Georgia,2021
668,655,Indiana,2020
639,657,Arizona,2019
455,269,Michigan,2020
637,411,North Carolina,2020
523,750,Hawaii,2021
771,424,Arizona,2021
253,427,Utah,2019
422,566,Wyoming,2019
711,268,Delaware,2020
511,793,Georgia,2019
292,447,South Dakota,2019
316,693,Florida,2020
310,672,Idaho,2020
635,260,South Dakota,2021
759,486,Maine,2020
497,488,West Virginia,2020
263,384,Nebraska,2019
416,451,Rhode Island,2020
648,543,Alabama,2020
654,334,California,2019
638,279,Washington,2020
466,522,New Jersey,2020
541,360,Massachusetts,2021
582,697,North Carolina,2021
725,355,Virginia,2021
247,796,Montana,2020
371,745,North Carolina,2020
263,540,California,2021
220,585,Colorado,2020
689,737,Georgia,2020
759,622,New Hampshire,2020
741,399,Louisiana,2020
360,357,Ohio,2019
287,607,Kansas,2020
790,657,Oklahoma,2019
598,772,Illinois,2019
546,583,New Hampshire,2021
268,440,Utah,2020
513,452,Kentucky,2019
508,575,Tennessee,2021
563,326,Iowa,2021
441,595,North Carolina,2021
743,204,Ohio,2020
481,583,Oregon,2021
361,635,South Dakota,2019
287,639,Virginia,2021
656,300,Montana,2019
417,694,Colorado,2019
487,579,Maine,2019
790,316,Alabama,2020
737,261,Vermont,2019
663,602,Georgia,2020
545,760,Connecticut,2021
475,544,Nevada,2021
530,635,Oregon,2019
336,343,California,2020
634,393,Massachusetts,2019
503,412,Texas,2019
521,227,Utah,2021
690,266,Iowa,2021
444,354,Nevada,2020
222,756,Michigan,2021
248,292,Vermont,2019
436,511,New Mexico,2020
247,621,Texas,2019
365,311,Maryland,2019
369,389,Indiana,2021
781,514,Delaware,2020
497,744,Wyoming,2019
215,342,Missouri,2019
762,555,Idaho,2019
242,216,Michigan,2020
555,407,Kentucky,2019
318,620,Missouri,2021
361,445,Mississippi,2021
662,704,Alaska,2020
657,785,Connecticut,2019
232,670,Rhode Island,2019
639,638,Iowa,2019
673,281,California,2021
554,731,Oregon,2021
228,338,California,2021
601,767,Texas,2021
402,400,Idaho,2019
581,409,Virginia,2019
644,386,Illinois,2021
507,381,California,2021
300,387,Nevada,2021
474,207,Massachusetts,2021
584,514,New Jersey,2019
760,464,Texas,2021
441,354,New Jersey,2020
488,611,South Dakota,2021
409,233,New Jersey,2019
251,655,Michigan,2021
411,691,West Virginia,2019
574,635,Minnesota,2019
703,294,Montana,2019
278,301,California,2021
562,650,Nevada,2020
269,785,Arkansas,2021
484,663,Pennsylvania,2021
302,504,Mississippi,2019
503,705,Connecticut,2021
722,488,South Dakota,2020
298,593,Oklahoma,2019
652,506,New Jersey,2020
752,502,Maine,2021
709,366,West Virginia,2021
529,364,Virginia,2021
536,776,North Dakota,2020
373,276,Oklahoma,2019
606,467,Nevada,2019
342,651,New York,2019
708,447,Kansas,2019
421,514,Pennsylvania,2019
509,795,Arizona,2021
610,773,Idaho,2019
281,240,Kansas,2021
323,408,Wyoming,2019
727,692,Wyoming,2020
400,596,Texas,2021
695,575,Missouri,2020
710,540,West Virginia,2019
751,410,Vermont,2021
311,776,Rhode Island,2021
547,743,New Mexico,2021
491,326,Delaware,2020
489,621,Massachusetts,2019
209,372,Georgia,2020
470,253,Arizona,2021
278,384,Oklahoma,2019
291,765,Texas,2019
475,775,Arkansas,2021
730,495,New Hampshire,2020
790,699,New Hampshire,2021
601,601,Maine,2019
687,456,Vermont,2019
415,275,South Dakota,2020
405,478,Oregon,2020
539,208,Alaska,2019
431,517,Montana,2019
527,407,New York,2020
521,401,Rhode Island,2020
576,672,Indiana,2019
764,349,Iowa,2021
333,458,North Carolina,2021
751,383,Kansas,2020
579,325,Hawaii,2019
274,280,Florida,2020
427,443,Minnesota,2021
302,232,Louisiana,2019
655,213,North Carolina,2019
513,656,Kansas,2020
669,774,Georgia,2020
465,292,Iowa,2019
202,344,Alaska,2020
440,507,North Carolina,2021
296,582,Tennessee,2019
512,230,North Carolina,2019
658,319,Rhode Island,2021
208,411,Arizona,2021
275,230,Minnesota,2021
444,427,Oregon,2020
221,499,Alaska,2020
799,497,Maine,2020
686,491,Maryland,2020
578,552,Ohio,2020
442,679,Alaska,2020
635,588,North Carolina,2020
384,747,Kentucky,2021
446,362,West Virginia,2020
800,587,Oklahoma,2021
313,630,South Dakota,2021
696,405,California,2021
515,518,Kansas,2021
436,737,Massachusetts,2020
742,242,Kentucky,2020
768,650,Georgia,2020
328,228,Michigan,2020
462,569,Indiana,2020
335,259,Pennsylvania,2021
206,255,Virginia,2021
406,557,Kentucky,2021
283,448,Arkansas,2020
493,259,Washington,2020
661,363,Arizona,2020
625,719,Utah,2019
285,384,Illinois,2021
541,561,North Dakota,2020
662,274,Oregon,2021
219,221,North Carolina,2019
573,606,Nebraska,2020
426,344,Florida,2019
730,579,Alaska,2019
699,724,Oregon,2020
543,630,Virginia,2020
335,663,New Mexico,2021
712,488,Vermont,2021
387,713,Montana,2019
515,727,Delaware,2021
219,521,New York,2020
793,240,Florida,2021
774,278,Nebraska,2019
694,615,Massachusetts,2019
217,455,South Dakota,2020
371,231,Maine,2019
203,402,West Virginia,2019
753,785,New Hampshire,2020
416,762,Utah,2019
497,638,Indiana,2020
693,277,Nebraska,2021
441,494,Oregon,2019
662,746,Washington,2019
583,793,Colorado,2020
275,219,Louisiana,2021
225,225,Ohio,2020
371,662,Ohio,2020
429,310,Massachusetts,2019
446,724,New Mexico,2021
791,397,Arkansas,2021
772,799,North Dakota,2021
568,428,Ohio,2019
380,517,Nebraska,2019
790,687,South Carolina,2021
297,688,Rhode Island,2021
292,633,Oregon,2021
687,512,Montana,2021
736,276,Louisiana,2019
282,200,Texas,2020
509,579,Alabama,2020
212,379,New Hampshire,2020
287,249,Vermont,2021
754,747,Pennsylvania,2021
485,465,Iowa,2021
616,280,Florida,2021
360,355,Iowa,2020
715,407,New Jersey,2019
412,597,Michigan,2019
360,783,Ohio,2020
542,652,Kansas,2020
477,231,Arkansas,2019
304,622,Louisiana,2021
263,325,South Carolina,2019
371,745,New Mexico,2020
306,325,West Virginia,2021
203,220,North Dakota,2021
523,405,Minnesota,2020
788,744,Vermont,2020
224,436,North Dakota,2020
232,767,Connecticut,2020
222,655,Arkansas,2019
608,295,Colorado,2021
337,232,Alaska,2019
327,624,Utah,2019
561,547,Rhode Island,2019
589,475,North Carolina,2019
433,724,Wisconsin,2019
494,492,South Carolina,2020
336,668,New York,2021
310,705,Illinois,2020
326,229,Michigan,2019
354,592,South Dakota,2021
562,408,Maryland,2021
231,477,Mississippi,2020
583,351,Ohio,2020
438,572,Rhode Island,2019
529,325,Montana,2020
432,654,Delaware,2020
492,754,Florida,2019
528,615,Kentucky,2020
392,633,Montana,2021
508,704,Virginia,2019
352,289,West Virginia,2020
770,557,Oklahoma,2019
546,569,Oregon,2019
571,492,Hawaii,2021
399,287,Alabama,2020
234,340,Pennsylvania,2021
205,280,Vermont,2019
765,203,Wisconsin,2020
422,250,Kentucky,2021
771,761,Wisconsin,2020
245,649,Montana,2019
227,393,Virginia,2021
360,578,Utah,2021
412,338,South Carolina,2020
746,341,Rhode Island,2019
664,273,Vermont,2020
560,441,Maine,2019
800,547,Wisconsin,2019
285,544,New Mexico,2020
730,585,Wyoming,2021
287,758,Virginia,2021
592,745,South Dakota,2019
483,563,Tennessee,2020
509,468,Delaware,2021
387,250,Massachusetts,2020
384,521,Michigan,2021
202,231,Ohio,2020
436,229,New Hampshire,2020
594,565,Massachusetts,2020
